address,country,facebook,instagram,name,phone,pinterest,twitter,web
"Sea Pearl Beach Resort & Spa, Jaliapalong, Inani, Ukhia, Cox's Bazar, Bangladesh","Cox's Bazar, Bangladesh",https://www.facebook.com/seapearlcoxsbazar/?ref=br_rs,,Samayaa World Spa,+880 1844016001,,https://twitter.com/seapearlcox,https://www.seapearlcoxsbazar.com/
"Hillside Beach Club, Belen Cad. No:132 Kalemya Koyu, Fethiye/Muğla, Turkey","Fethiye, Turkey",https://www.facebook.com/hillsidebeachclub,https://www.instagram.com/hillsidebeachclub,Sanda Spa,+90 2526148360,,https://twitter.com/HillsideFethiye,https://hillsidebeachclub.com/en/spa-wellness
"isola S. clemente, 1/1, 30124 Venezia VE, Italy","Venice, Italy",,,San Clemente Palace Kempinski Venice – The Merchant of Venice Spa,+39 0414750111,,,https://www.kempinski.com/en/san-clemente-palace-kempinski?utm_medium=organic&utm_source=google&utm_campaign=KIVCE2&utm_content=gmb&source=S308962248
"7/1, Central Pinklao, 1st floor, Borommaratchachonnani Rd, Arun Amarin, Bangkok Noi, Bangkok, Thailand","Bangkok, Thailand",https://www.facebook.com/harnnwellnessandhospitality,https://www.instagram.com/harnnwellnessandhospitality/,SCape by HARNN,+66 21156009,,,https://www.harnn.com/page/scape-by-harnn/
"PORTION 1069,BOOTLESS BAY, TAHIRA, CENTRAL, Port Moresby, Papua New Guinea","Port Moresby, Papua New Guinea",https://www.facebook.com/Loloataislandresort,https://www.instagram.com/explore/locations/560755282/loloata-island-resort-png,Sea Salt Spa,+675 71088000,,https://twitter.com/loloatapng,https://www.loloataislandresort.com/
Riyadh Diplomatic Quarter - Marriott Executive Apartments,"Riyadh, Saudi Arabia",https://m.facebook.com/MarriottExecutiveApartmentsRiyadhDQ/,https://www.instagram.com/marriottriyadhdq/?hl=en,Saray Spa,+966 118353000,,https://twitter.com/mhriyadhdq,https://www.marriott.com/en-us/hotels/ruhed-riyadh-diplomatic-quarter-marriott-executive-apartments/experiences/
"Hua Hin Marriott Resort & Spa, 107/1 Phetkasem Road, Hua Hin, Thailand","Hua Hin, Thailand",https://www.facebook.com/Huahinmarriott/,https://www.instagram.com/huahinmarriott/,"Quan Spa, Hua Hin Marriott Resort & Spa",+66 32904666,,https://twitter.com/marriottbonvoy,https://www.marriott.com/hotels/hotel-information/fitness-spa-services/details/hhqmr-hua-hin-marriott-resort-and-spa/5749323/
"FIVE Jumeirah Village Hotel,","Dubai, United Arab Emirates",https://www.facebook.com/FIVEJumeirahVillage/,https://www.instagram.com/fivejumeirahvillage/,ReFIVE Spa at FIVE Jumeirah Village Dubai,+971 42489964,,,https://jumeirahvillage.fivehotelsandresorts.com/spa-wellbeing/refive
"Sylvan Koh Chang 63 Moo 4 T. Koh Chang A. Koh Chang, Trat, Thailand 23170","Koh Chang, Thailand",https://www.facebook.com/rainforestspakohchang,https://www.instagram.com/sylvankohchang/,Rainforest Spa Koh Chang,+66 39552815,,,https://sylvankohchang.com/spa
"HVD Reina Del Mar, 1 Chernomorska Street, Obzor, Bulgaria","Nesebar, Bulgaria",https://www.facebook.com/hvdreinadelmar/?ref=page_internal,https://www.instagram.com/hvdreinadelmar/?hl=en,Reina Del Mar,+359 888416995,,,https://www.reinadelmar-bg.com/spa/
"Richmond Nua Wellness Spa Hotel, Rustem Pasa Mahallesi,Kumbaz Cad. No:8, Sapanca, Sakarya, Turkey","Sapanca, Turkey",https://www.facebook.com/RichmondNua/,https://www.instagram.com/richmondnua/?hl=en,Richmond Nua Wellness Spa,+90 2645822100,,,https://www.richmondnua.com/en/
"16/42 Marriner Street, Sumner, Christchurch, New Zealand ","Christchurch, New Zealand",https://web.facebook.com/renaissance.sumner/?_rdc=1&_rdr,https://www.instagram.com/renaissance_sumner/,"Renaissance, The Art of Beauty",+64 276988423,,,https://www.renaissancespa.co.nz/
"Hotel Ocelle Thermae & Spa, Via XXV Aprile, 1, Sirmione BS, Italy","Sirmione, Italy",https://www.facebook.com/hotelocelle/?rf=543291589452787,https://www.instagram.com/hotelocellethermaespa,Ocelle Spa,+39 0309905080,,,https://www.hotelocellesirmione.it/
"Candia Maris Resort & Spa, 72 Anrea Papandreou Avenue, 71414","Crete, Greece",https://www.facebook.com/aegeospas.gr,https://www.instagram.com/aegeospas/,OL Exclusive Wellness Culture by Aegeo Spas at Candia Maris Resort & Spa,+30 2810264400,,,https://olwellness.com/
"160 Arthurs Point Road, Arthurs Point, New Zealand","Queenstown, New Zealand",https://www.facebook.com/OnsenHotPoolsQT/?ref=bookmarks,https://www.instagram.com/onsenhotpools/tagged/?hl=en,Onsen Hot Pools Retreat & Day Spa,+64 034425707,,,https://www.onsen.co.nz/
"Quellenhof Luxury Resort Lazise, Via del Terminon, 19, Lazise, Verona, Italy","Lazise, Italy",https://www.facebook.com/hotel.quellenhof/,https://www.instagram.com/quellenhof_resorts/?hl=en,Onda Spa,+39 0458531000 ,,,https://www.quellenhof-lazise.it/en/
"Al Malik Khaled Street, ","Al Ahsa, Saudi Arabia",https://www.facebook.com/alahsaintercon,https://www.instagram.com/intercontinentalalahsa/,Palmarosa by L’Occitane,+966 135335555,,,https://www.ihg.com/intercontinental/hotels/gb/en/al-ahsa/hofha/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-SA-_-HOFHA
RESIDENCIA DE TALASOTERAPIA SL,"Castellón, Spain",,,Palasiet Thalasso-Clinic & Hotel,964300250,,,https://www.palasiet.com/
"Hyatt Regency Lisboa, Rua da Junqueira, 63, Lisbon, Portugal	","Lisbon, Portugal",https://www.facebook.com/serenitytheartofwellbeing/,https://www.instagram.com/serenityspa_pt/,Serenity Spa – The Art of Wellbeing at Hyatt Regency Lisboa,+351 219023202 ,,,https://serenity-spa.com/lisboa/
"Four Points by Sheraton Danang, 118 – 120 Vo Nguyen Giap street, Phuoc My Ward, Son Tra District, Danang, Vietnam","Da Nang, Vietnam",https://www.facebook.com/serenityspadanang,https://www.instagram.com/serenityspadanang/,Serenity Spa at Four Points by Sheraton Danang,+84 2363997979,,,https://www.marriott.com/en-us/hotels/dadfp-four-points-by-sheraton-danang/experiences/
"Pine Cliffs Resort, Pinhal do Concelho 8200-912 Albufeira, Portugal","Albufeira, Portugal",https://www.facebook.com/serenitytheartofwellbeing/,https://www.instagram.com/serenityspa_pt/,Serenity Spa – The Art of Wellbeing at Pine Cliffs Resort,+351 289501200,,,http://serenity-spa.com/algarve/en/homepage-2/
"STORY Seychelles, ","Mahé, Seychelles",https://www.facebook.com/storyseychelles,https://www.instagram.com/storyseychelles/,Sesel Spa,+248 4387000,,,https://story-seychelles.com/spa-and-wellness
"Strada Jandarmeriei 14A, Bucharest, Romania","Bucharest, Romania",https://www.facebook.com/stejariispa,https://www.instagram.com/shiseidosparomania/,Shiseido Spa at Stejarii Country Club,+40 744332286,,,http://stejariicountryclub.ro/shiseido-spa/
"Excelsior Hotel Gallia, Piazza Duca D'aosta 9, Milan, Italy","Milan, Italy",https://www.facebook.com/excelsiorhotelgallia/,https://www.instagram.com/excelsiorhotelgallia/?hl=en,Shiseido SPA Milan,+39 0267853320,,https://twitter.com/excelsiorgallia,https://www.shiseidospamilan.com/
"Premium float Schwabing, Feilitzschstraße 26, Munich","Munich, Germany",https://www.facebook.com/premium.float.schwabing/,https://www.instagram.com/premiumfloatspaschwabing/,Premium Float & Spa Schwabing,+49 8933039731,,,https://www.float-schwabing.de
"Via San Zeno 13, Naturno, Trentino-Alto Adige, Bolzano, Italy","Naturno, Italy",https://www.facebook.com/preidlhof,https://www.instagram.com/preidlhof/,Preidlhof Luxury Dolce Vita Resort,+39 0473666251 ,,,https://www.preidlhof.it/en/spa-wellness/
"290 Orchard Road, The Paragon #04-48, Singapore 238859","Singapore, Singapore",https://www.facebook.com/porcelainskinofficial,https://www.instagram.com/porcelainskinofficial/,Porcelain,+65 68505161,,,https://porcelainskin.com/
"Crest Resort & Pool Villas, 95, Muen-Ngern Road, Tri Trang, Patong Beach, Kathu District, Phuket, Thailand","Phuket, Thailand",https://www.facebook.com/crestphuket/,https://www.instagram.com/crestresortandpoolvillas/,PRIMA & Holistic Wellness Village Center,+66 76310088,,,https://www.crestphuket.com/
"Pullman Luang Prabang, Ban Pong Wanh, Luang Prabang, Laos","Luang Prabang, Laos",https://www.facebook.com/pullmanluangprabang/,https://www.instagram.com/pullmanluangprabang/,Pullman Luang Prabang Spa,+856 71211112,,,https://www.pullman-luangprabang.com/pullman-fit-spa/
"13/33 Waipa State Mill Road, Whakarewarewa, Rotorua, New Zealand","Rotorua , New Zealand",https://www.facebook.com/secretspothottubs/,https://www.instagram.com/secretspotrotorua/,Secret Spot Hot Tubs Rotorua,+64 73484442,,,https://secretspot.nz
"Puncak Road, Gadog, ","Bogor, Indonesia",https://www.facebook.com/pullmanciawivimalahills,https://www.instagram.com/pullmanciawivimalahills/,Pullman Spa at Pullman Ciawi Vimala Hills Resort Spa & Convention,+62 2518306888,,,https://pullman-ciawi-vimalahills.com/
"Palala Boutique Game Lodge, Groblersbrug, South Africa","Groblersbrug, South Africa",https://www.facebook.com/sedikospa/,https://www.instagram.com/sedikospa/,Sediko Bush Spa,+27 144950050,,https://twitter.com/Palala_Lodge,https://www.sedikospa.co.za/
,New Zealand,,,Secret Spot Hot Tubs Rotorua,+64073484442,,,
"Utopia Blu Hotel, Tigaki, Kos Island, Greece","Kos, Greece",https://www.facebook.com/Utopia-Blu-Kos-106019784891833/,,Serenity Spa,+30 2242441500,,,https://utopiablu.gr/
"Semiramis InterContinental Cairo, Corniche El Nil, Cairo, Egypt","Cairo, Egypt",https://www.facebook.com/semiramisspa/,https://www.instagram.com/spasemiramis/,Semiramis Spa,+20 0227988000,,https://twitter.com/SpaSemiramis,https://www.ihg.com/intercontinental/hotels/us/en/cairo/croha/hoteldetail/ltf/semiramis-spa--fitness-centre
Crowne Plaza Vientiane,"Vientiane, Laos",https://www.facebook.com/crowneplazavientiane,https://www.instagram.com/crowneplazavte/,Senses Day Spa Vientiane,+856 21908888,,,https://vientiane.crowneplaza.com/senses-spa
"3-4/326 Gympie Rd, Strathpine QLD 4500, Australia","Brisbane, Australia",https://www.facebook.com/simplyelegantbeautysalon,https://instagram.com/simplyelegantbeautysalon/,Simply Elegant,+61 738813102,,,https://www.simplyelegant.com.au/
"3 Rue du Vieux Moulin, 67420 Colroy-la-Roche, France","Colroy-la-Roche, France",https://www.facebook.com/hostellerie.lacheneaudiere,,Simples et Miel,+33 388976164,,,https://www.cheneaudiere.com/en/day-spa.html
"VINHA Boutique Hotel, Rua Quinta Fonte da Vinha, 383,","Vila Nova de Gaia, Portugal",https://www.facebook.com/vinhaboutiquehotel,https://www.instagram.com/vinha_boutiquehotel/,"Sisley Paris Spa, VINHA Boutique Hotel",+351 221154123 ,,,https://www.vinhaboutiquehotel.com/en/SPA
"The Alpina Gstaad, Alpinastrasse, Gstaad, Switzerland","Gstaad, Switzerland",https://www.facebook.com/TheAlpinaGstaad/,https://www.instagram.com/thealpinagstaad/?hl=en,Six Senses Spa at The Alpina Gstaad,+41 338889898,,,https://www.thealpinagstaad.ch
"Enashipai Resort & Spa, Moi S Lake Road, Naivasha, Kenya","Nairobi, Kenya",https://www.facebook.com/EnashipaiResortandSpa,https://www.instagram.com/enashipairesort/?hl=en,Siyara Spa,+254 719 051000,,https://twitter.com/enashipai?lang=en,https://www.enashipai.com/siyara-spa
"Sofitel Krabi Phokeethra Golf & Spa Resort, 200 Moo 3, Klong Muang Beach, Tambon Nongtalay, Amphur Muang, Krabi, Thailand","Krabi, Thailand",https://www.facebook.com/SofitelKrabiPhokeethraGolfandSpaResort,https://instagram.com/sofitelkrabiphokeethra,So Spa with L’Occitane at Sofitel Krabi Phokeethra Golf & Spa Resort,+66 75627800,,https://twitter.com/SofitelKrabi,https://www.sofitelkrabiphokeethra.com/
"SO Sofitel Hua Hin, 115 Moo 7, Tambol Bangkao, Amphur Cha-Am, Phetchaburi, Thailand","Cha-Am, Thailand",https://www.facebook.com/SOSofitelHuaHin/,https://www.instagram.com/sosofitelhuahin/?hl=en,SO/ SPA at SO Sofitel Hua Hin,+66 32702555,,https://twitter.com/sohuahin?lang=en,https://www.so-sofitel-huahin.com/things-to-do-huahin/sospa/
"SO/ Bangkok, 2 North, S Sathon Rd, Bang Rak, Bangkok, Thailand","Bangkok, Thailand",https://www.facebook.com/SoSPABangkok ,https://www.instagram.com/sobangkok/?hl=en,SO/ SPA at SO/ Bangkok,+66 26240000,,,https://www.so-bangkok.com/wellness-bangkok/sospa/
"SO/ Sotogrande, Av. Almenara, Sotogrande, Cádiz, Spain","Cádiz, Spain",https://www.facebook.com/sospahealthclubsotogrande,https://www.instagram.com/sospahealthclubsotogrande/?hl=en,SO/ SPA & HEALTH CLUB,+34 956582000,,,https://www.so-sotogrande.com/spa-wellness/so-spa/
"Sofitel Abidjan Hotel Ivoire, Boulevard Hassan II, Abidjan, Ivory Coast ","Abidjan, Ivory Coast",https://www.facebook.com/SofitelAbidjan,https://www.instagram.com/sofitelabidjan/,Sofitel Spa at Sofitel Abidjan Hotel Ivoire,+225 2722482626,,,https://all.accor.com/hotel/8844/index.en.shtml
"Mall of The Emirates, ","Dubai, United Arab Emirates",https://www.facebook.com/SistersBL,https://www.instagram.com/sistersbl,Sisters Beauty Lounge,+971 43792992,,,https://www.sistersbeautylounge.com/
"21 Viaduct Harbour Avenue, Auckland, New Zealand","Auckland, New Zealand",https://www.facebook.com/Sofitel.Viaduct.Harbour/,https://www.instagram.com/sofitelspaauckland/,Sofitel Spa at Sofitel Auckland Viaduct Harbour,+64 93547440 ,,,https://www.sofitel-auckland.com/sofitel-spa
"Sofitel Barú Calablanca Beach Resort, Sector Porto Nao km 7, Isla de Barú, Cartagena de Indias, Colombia","Cartagena, Colombia",https://web.facebook.com/sofitelbaru,https://www.instagram.com/sofitelbaru/?hl=en,Sofitel Barú Calablanca Beach Resort Spa,+57 6056466020 EXT.: 3033,,,https://www.sofitelbarucalablanca.com/wellness/spa/
"C 57, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra, India","Mumbai, India",https://www.facebook.com/SofitelMumbaiBKC/,https://www.instagram.com/sofitelmumbaibkc/?hl=en,Sofitel SPA at Sofitel Mumbai BKC,+91 2261175047,,https://twitter.com/SofitelMumbai,https://www.sofitel-mumbai-bkc.com/wellness/sofitel-spa/
"Sofitel Legend Santa Clara, Calle Del Torno 39-29 Barrio, Cartagena, Bolívar, Colombia","Cartagena, Colombia",https://www.facebook.com/SofitelLegendCartagena/?ref=bookmarks,https://instagram.com/sofitellegendsantaclaractg/,Sofitel Spa Santa Clara,+57 56504700,,,https://www.sofitellegendsantaclara.com/spa-fitness/sofitel-spa/
"Sofitel Mauritius L'Impérial Resort & Spa, Wolmar","Flic en Flac, Mauritius",https://www.facebook.com/SofitelMauritiusImperial,https://www.instagram.com/sofitelmauritiuslimperial/,Sofitel SPA with L’OCCITANE,+230 4538700,,,https://www.sofitel-imperial-mauritius.com/spa-fitness/sofitelspa/
"Level 1/169 Pacific Hwy, Charlestown NSW 2290, Australia","Charlestown, Australia",https://www.facebook.com/sojocharlestown,https://www.instagram.com/sojo_spa_wellness/,Sojo Spa & Wellness,+61 249208999,,,http://www.sojospawellness.com.au
"Hyatt Regency Riyadh Olaya, Olaya Street, Riyadh, Saudi Arabia","Riyadh, Saudi Arabia",https://www.facebook.com/HyattRegencyRiyadhOlaya,https://www.instagram.com/hyattregencyriyadholaya/?hl=en,Sokoun Spa & Fitness Center,+966 112881234,,,https://www.luxuryspaawards.com/spa/sokoun-spa-fitness-center/
"614 Tanigawa,","Gunma, Japan",https://www.facebook.com/bettei.senjuan,https://instagram.com/bettei_senjuan?igshid=YmMyMTA2M2Y=,SORA,+81 278204141,,,https://www.senjyuan.jp/
"Sofitel Bali Nusa Dua Beach Resort, ITDC Tourism Complex, Nusa Dua, Badung, Bali, Indonesia","Bali, Indonesia",https://www.facebook.com/SofitelBaliNusaDua/,https://www.instagram.com/SofitelBaliNusaDua/?hl=en,SoSPA at Sofitel Bali Nusa Dua Beach Resort,+62 3618492888,,,http://www.sofitelbalinusadua.com/activities/sospa/
"Hyatt Regency Tokyo, 2-7-2 Nishi-Shinjuku, Shinjuku-Ku, Tokyo, Japan","Tokyo, Japan",https://www.facebook.com/hyattregencytokyo,https://www.instagram.com/hyattregencytokyo/,Spa & Wellness「JOULE」,+81 333481234,,https://twitter.com/HyattRegencyTyo,http://www.hyattregencytokyo.com/
"Hollandveien 30, Son, Norway","Son, Norway",https://www.facebook.com/sonspa,https://www.instagram.com/son_spa/,Son Spa,+47 64984800,,,http://sonspa.no/en/spa-and-fitness/
"214 Cours de l’Argonne, Bordeaux, France","Bordeaux, France",https://facebook.com/spa2be,,Spa 2 Be,+33 784480676,,,http://www.spa2be.com/
"ANA InterContinental Ishigaki Resort, 354-1 Maezato, Ishigaki, Okinawa Prefecture","Okinawa, Japan",https://www.facebook.com/anaintercontinental.ishigaki/,https://www.instagram.com/intercontinental/,SPA Agarosa,+81 335051111,,https://twitter.com/interconhotels,https://www.anaintercontinental-ishigaki.jp/en/spa-wellness/
"Centara Grand Mirage Beach Resort Pattaya, 277 Moo5, Pattaya-Naklua Road, Naklua, Banglamung, Chonburi","Pattaya, Thailand",https://www.facebook.com/Centaragrandmirage,https://www.instagram.com/centaramirage/,Spa Cenvaree at Centara Grand Mirage Beach Resort Pattaya,+66 38301234,,,https://www.spacenvaree.com/spa/centara-grand-mirage-beach-resort-pattaya/
Spa Ceylon Ayurveda Pvt Ltd,"Colombo, Sri Lanka",https://www.facebook.com/SpaCeylonAyurveda,https://www.instagram.com/SpaCeylonOfficial/,Spa Ceylon Luxury Ayurveda,+94 112338111,,https://twitter.com/spaceylon,https://lk.spaceylon.com/index.php/
"Centara Ras Fushi Resort & Spa Maldives, North Malé Atoll, Maldives","North Malé Atoll, Maldives",https://www.facebook.com/centarahotelsresorts/,https://www.instagram.com/explorecentara/,SPA Cenvaree at Centara Ras Fushi Resort & Spa Maldives,+960 7658398,https://za.pinterest.com/centara/%2B-centara-hotels-and-resorts/?lp=true,https://twitter.com/explorecentara/,http://www.centarahotelsresorts.com/centara/crf/
"27 - 29 Bd des Capucines, 75002 Paris, France","Paris, France",https://www.facebook.com/Kimpton-St-Honor%C3%A9-Paris-105439304725256,https://www.instagram.com/kimpton/,Spa Codage Paris,+33 180407610,,https://twitter.com/Kimpton,https://kimptonsthonoreparis.com/en/spa/
"Village Blanc, Place du Marché, Vonnas, France","Vonnas, France",https://www.facebook.com/spageorgesblanc/,https://www.instagram.com/spa_georgesblanc/,Spa Georges Blanc by Sym Biologic System,+33 474509048,,,https://www.georgesblanc.com/fr/village-blanc/spa
"Hanging Gardens of Bali, A. Desa Buahan, Payangan, Bali, Indonesia","Bali, Indonesia",https://www.facebook.com/hanginggardensbali/,https://www.instagram.com/hanginggardensofbali/,Spa Collection at Hanging Gardens of Bali,+62 361982700,,https://twitter.com/hanginggardens5,https://hanginggardensofbali.com/
"3001 Route des Hauts du Camp, Le Castellet, France","Le Castellet, France",https://www.facebook.com/spaducastellet/,https://www.instagram.com/spaducastellet/,Spa du Castellet by Sym Biologic System,+33 494982964,,https://twitter.com/HotelCastellet,https://www.hotelducastellet.net/fr/
"Hotel Le Cep, 27 Rue Jean-François Maufoux, Beaune, France","Beaune, France",https://www.facebook.com/spamariedebourgogne/,https://www.instagram.com/explore/locations/296021010792047/spa-marie-de-bourgogne-beaune/,Spa Holistique Marie de Bourgogne,+33 380223548,,,https://www.spamariedebourgogne.com/en/
"32-34 Trần Phú, Lộc Thọ, Thành phố, Nha Trang, Khánh Hòa, Vietnam","Nha Trang, Vietnam",https://www.facebook.com/intercontinentalnhatrangvn,https://www.instagram.com/intercontinental_nhatrang/?hl=en,Spa InterContinenal Nha Trang,+84 2583737212 ,,,http://nhatrang.intercontinental.com/spa-intercontinental
"InterContinental Barcelona, Av. de Rius i Taulet, 1-3, Barcelona, Spain","Barcelona, Spain",https://www.facebook.com/InterContinental-Barcelona-106892595068285,https://instagram.com/intercontinental_barcelona?utm_medium=copy_link%20,Spa InterContinental at InterContinental Barcelona,+34 934262223,,https://twitter.com/ICBarcelona,https://barcelona.intercontinental.com/en/spa-intercontinental/
"1-4-8 Aobadai, Meguro-ku, Tokyo, Japan","Tokyo, Japan",https://www.facebook.com/spadamaidaikanyama,https://www.instagram.com/spa_damai/?hl=ja,SPA DAMAI Daikanyama,+81 334624148,,,http://spadamai.jp/
"The Prince Gallery Tokyo Kioicho, 30F 1-2 Kioicho, Chiyoda-ku","Tokyo, Japan",https://www.facebook.com/theprincegallery.tokyokioicho,,SPA KIOI by SWISS PERFECTION,+81 332341168,,,https://www.montsaintmichel.jp/kioi-spa/
"Crown Plaza, Kuwait Al Thuraya City, Street 103, Airport Road, Kuwait","Al Thuraya, Kuwait",https://www.facebook.com/spaaquatonic/,https://www.instagram.com/spaaquatonickuw/?hl=en,Spa Aquatonic,+965 1848 111,,,https://www.ihg.com/holidayinn/hotels/us/en/kuwait/kwikw/hoteldetail
"JW Marriott Cancun Resort & Spa,  Boulevard Kukulcán, Lote 40-A, KM 14.5, Zona Hotelera, Cancún, Mexico","Cancun, Mexico",https://www.facebook.com/jwmarriottcancun,https://www.instagram.com/jwcancun/,Spa at JW Marriott Cancun Resort,+52 9988489700,,https://twitter.com/JWCancun,https://www.marriott.com/hotels/hotel-information/fitness-spa-services/cunjw-jw-marriott-cancun-resort-and-spa/
"Kemankeş Karamustafa Paşa, Veli Alemdar Han, Kemankeş Cd. No 49, Beyoğlu, İstanbul, Turkey","Istanbul, Turkey",https://www.facebook.com/jwmarriottistanbulbosphorus/,https://www.instagram.com/jwmarriottistanbulbosphorus/?hl=en,Spa at JW Marriott İstanbul Bosphorus Hotel,+90 2128062020,,,
"Burasari Resort Patong, 18/110 Ruamjai Road, Tambon Patong, Amphur Kathu, Phuket, Thailand","Phuket, Thailand",https://www.facebook.com/spaburasari/?__tn__=%2Cd%2CP-R&eid=ARCjudG-nMLmKGK6dM1J69Km4XmD0hVsi370qk4ddhe6lPCOZ1bkGAMWHOU1XerHdppGNauK2Tw2JjYO,https://www.instagram.com/spaburasari/?hl=en,SPA Burasari,+66 22228822,,,http://www.spa.burasari.com/
NOOM HOTEL ABIDJAN PLATEAU,"Abidjan, Ivory Coast",,,Spa By Noom,+225 2520008000,,,https://www.noomhotels.com/noom-hotel-abidjan-plateau
"The Westin Surabaya, Pakuwon Mall, Jalan Puncak Indah Lontar No 2, Surabaya, East Java, Indonesia","Surabaya, Indonesia",https://www.facebook.com/westinsurabaya/,https://www.instagram.com/westinsurabaya/,Spa by L’Occitane at The Westin Surabaya,+62 3129710000,,,https://www.spaatwestinsurabaya.com/
"Nolinski Paris, 16 Avenue de l'Opéra, Paris, France","Paris, France",https://www.facebook.com/nolinskiparis,https://www.instagram.com/nolinskiparis/,Spa Nolinski by La Colline,+33 158120303,,,https://nolinskiparis.com/?lang=en
Nolinski Venezia,"Paris, France",https://www.facebook.com/profile.php?id=100088502727257,https://www.instagram.com/nolinskivenezia/,Spa Nolinski Venezia,+33 (0)6 42 04 42 44,https://www.pinterest.fr/evokcollection/_created/,,https://nolinskivenezia.com/en/spa-luxury-hotel/
"Susona Bodrum, LXR Hotels & Resorts, Torba, Kaynar Cd No:15, Muğla, Turkey","Bodrum, Turkey",https://www.facebook.com/susonabodrum,https://www.instagram.com/susonabodrum/,Spa Soul at Susona Bodrum,+90 2522112700  ,,,https://lxrhotels3.hilton.com/lxr/susona-bodrum/discover/
"Floor 38, Kipco Tower, Khalid inn Waleed st, Sharq, Safat, Kuwait","Kuwait City, Kuwait",https://www.facebook.com/spatime.ku/,https://www.instagram.com/spatimekw/?hl=en,SPA TIME,+965 22943277,,,https://spatime-ku.com/
"Vilniaus g. 80, ","Anyksciai, Lithuania",https://www.facebook.com/spavilniusgroup/,https://www.instagram.com/spavilnius/?hl=en,SPA VILNIUS,+370 31353811,,,https://www.spavilnius.lt/en
"Bernard Loiseau, 2 avenue Bernard Loiseau, 21210 Saulieu","Saulieu, France",https://www.facebook.com/relaisbernardloiseau/?locale=fr_FR,,SPA LOISEAU DES SENS,0380905353,,,https://www.bernard-loiseau.com/en/bernardloiseau-spa.html
"Bürgeraue 6, Gotha, Germany","Gotha, Germany",,,SPA Management Group,+49 6232647667,,,"https://www.google.com/maps/place/B%C3%BCrgeraue+6,+99867+Gotha,+Germany/data=!4m2!3m1!1s0x47a47c04f78f9a91:0xd3cda20fad42a009?sa=X&ved=2ahUKEwjszcX489nuAhWRtXEKHVQ7DJcQ8gEwAHoECAUQAQ"
"Château de Maubreuil, Allée de Maubreuil, Carquefou, Nantes, France","Nantes, France",https://www.facebook.com/chateaudemaubreuil,https://www.instagram.com/chateaudemaubreuil/,Spa Le Maubreuil,+33 769869882,,,https://www.spalemaubreuil.com/en/
A-ROSA Sylt Hotel,"Sylt, Germany",https://www.facebook.com/arosaresortsandhideaways,https://www.instagram.com/arosahotels/,SPA-ROSA,+49 465196750774,,,https://www.a-rosa-resorts.de/reiseziele/sylt/spa-rosa-sylt.html
"The Naka Island, a Luxury Collection Resort, 32 Moo 5, Paklok, Thalang, Phuket, Thailand","Phuket, Thailand",https://www.facebook.com/thenakaisland,https://www.instagram.com/nakaislandphuket/,Spa Naka,+66 76371400 ,,https://twitter.com/NakaIsland_LC,https://www.marriott.com/en-us/hotels/pyxlc-the-naka-island-a-luxury-collection-resort-and-spa-phuket/experiences/
"Hotel de Yama, 250-0522 80 Motohakone, Hakone-machi, Ashigarashimo-gun, Kanagawa Odakyu Mountain Hotel","Hakone, Japan",https://www.facebook.com/hoteldeyama/,https://www.instagram.com/odakyuhotel.yama/,Spa Montagne by The Day Spa,+81 460836321,,,https://www.hakone-hoteldeyama.jp/hotspring&spa/spa/
"3 Upper Pickering Street, Singapore","Singapore, Singapore",https://www.facebook.com/parkroyalpickering,https://www.instagram.com/parkroyalpickering/,"St. Gregory Spa at PARKROYAL COLLECTION Pickering, Singapore",+65 68098870,,,https://www.panpacific.com/en/hotels-and-resorts/pr-pickering/facilities/st-gregory.html
"Hotel Plunhof, Obere Gasse 7, Ridnaun-Ratschings, Italy","Ridnaun-Ratschings, Italy",https://www.facebook.com/Hotel.Plunhof/,https://www.instagram.com/hotelplunhof/,Spa Minera at Hotel Plunhof,+39 0482656247,,https://twitter.com/Plunhof,https://www.plunhof.it/en/plunhof.html
"Stobo Castle, Stobo, Peebles, Scotland, United Kingdom","Peebles, United Kingdom",https://www.facebook.com/StoboCastle,https://www.instagram.com/stobo_castle/,Stobo Castle Health Spa,+44 1721725300,,https://twitter.com/stobocastle,https://www.stobocastle.co.uk/
"Sárvár, Vadkert utca 5, Hungary","Sárvár, Hungary",https://www.facebook.com/spirithotel/,https://www.instagram.com/spirit_hotel_thermal_spa,Spirit Hotel Thermal Spa,+36 95889500,,,https://spirithotel.hu/spa-vilag/
"Jalan Petitenget 7, Kerobokan, Seminyak, Bali","Bali, Indonesia",https://www.facebook.com/Sundari.Day.Spa/,https://www.instagram.com/sundari.day.spa/,Sundari Day Spa,+62 361735073,,,https://www.sundari-dayspa.com/
"Swissôtel Al Ghurair, Omar Bin Al Khattab Road, Deira, Dubai, United Arab Emirates","Dubai, United Arab Emirates",https://www.facebook.com/SwissotelAlGhurair,https://www.instagram.com/swissotelalghurair/,Swissotel Spa & Sports,+971 42933322,,,https://www.swissotel.com/hotels/dubai-al-ghurair/spa-fitness/
"5/58 Metroplex Avenue, Murarrie, Australia","Murarrie, Australia",http://www.facebook.com/StephaniesLuxurySpas,http://instagram.com/stephaniesluxuryspas,Stephanies Luxury Spas,+61 731712288,,https://twitter.com/StephaniesSpas,https://stephanies.com.au/
