company_name,product_owner,company_address,phone_number,fax,type,email,representative,landline_number,mst,product
CÔNG TY TNHH RICHARD WOLF VIỆT NAM,,"Phòng 4.10, Lầu 4, Ngôi nhà Đức Thành Phố Hồ Chí Minh, số 33 Đường Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ha.phamthai@richard-wolf.com,JURGEN MARTIN PFAB,+84 (28) 3622 2822,0316949852,Dụng cụ mở niệu đạo
CÔNG TY TNHH RICHARD WOLF VIỆT NAM,,"Phòng 4.10, Lầu 4, Ngôi nhà Đức Thành Phố Hồ Chí Minh, số 33 Đường Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ha.phamthai@richard-wolf.com,JURGEN MARTIN PFAB,+84 (28) 3622 2822,0316949852,Vỏ trocar và trocar
CÔNG TY TNHH RICHARD WOLF VIỆT NAM,,"Phòng 4.10, Lầu 4, Ngôi nhà Đức Thành Phố Hồ Chí Minh, số 33 Đường Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ha.phamthai@richard-wolf.com,JURGEN MARTIN PFAB,+84 (28) 3622 2822,0316949852,Kềm lưỡng cực
CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN VẬT TƯ KỸ THUẬT CÔNG NGHIỆP QUỐC PHÒNG,,"Số 266 đường Tô Hiến Thành, phường 15, quận 10, TP. Hồ Chí Minh, Phường 15, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@dimt.com.vn,Nguyễn Thị Huyền,0908280786,0310456681,Bộ kiểm tra ma túy bằng nước tiểu
CÔNG TY CỔ PHẦN Y TẾ AMVGROUP,,"Lầu 4, Tòa nhà AMV Group, số 951A Cách Mạng Tháng Tám, Phường 07, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,mkt-dia1@amv.vn,NGUYỄN ĐỨC HOÀNG LONG,028 39703666,0102756236,"Cụm IVD Nhiễm virus – Miễn dịch: Rotavirus, Adenovirus"
CÔNG TY CỔ PHẦN Y TẾ AMVGROUP,,"Lầu 4, Tòa nhà AMV Group, số 951A Cách Mạng Tháng Tám, Phường 07, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,mkt-dia1@amv.vn,NGUYỄN ĐỨC HOÀNG LONG,028 39703666,0102756236,Khay thử xét nghiệm định tính kháng thể IgM kháng HAV
CÔNG TY TNHH KỸ THUẬT NAM LONG,,"N07, Đường số 10, Khu Dân Cư Hồng Long, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,bothanhtuan@gmail.com,Bồ Thanh Tuấn,0967896181,0313453375,IVD Dung dịch nhuộm dùng cho máy phân tích huyết học 
CÔNG TY TNHH KỸ THUẬT NAM LONG,,"N07, Đường số 10, Khu Dân Cư Hồng Long, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,bothanhtuan@gmail.com,Bồ Thanh Tuấn,0967896181,0313453375,IVD Dung dịch pha loãng dùng cho máy phân tích huyết học 
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SUREDENT,,"172A đường 17, Phường Tân Kiểng, Quận 7, TP Hồ Chí Minh, Phường Tân Kiểng, Quận 7, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hngo.suredent@gmail.com,Ngô Văn Hoàn,0901630699,0315311016,Dụng cụ cấy ghép nha khoa
CÔNG TY TNHH MỘT THÀNH VIÊN HUỆ CHI,,"Số nhà 17, Đường Einstein,, Phường Bình Thọ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@huechi.vn,Nguyễn Thị Huệ Chi,028.37228698,0307712254,Túi đựng thuốc 
CÔNG TY TNHH MỘT THÀNH VIÊN HUỆ CHI,,"Số nhà 17, Đường Einstein,, Phường Bình Thọ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@huechi.vn,Nguyễn Thị Huệ Chi,028.37228698,0307712254,Máy bơm tiêm điện xách tay
CÔNG TY TNHH MỘT THÀNH VIÊN HUỆ CHI,,"Số nhà 17, Đường Einstein,, Phường Bình Thọ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@huechi.vn,Nguyễn Thị Huệ Chi,028.37228698,0307712254,Kim sinh thiết bán tự động
CÔNG TY TNHH ĐỨC TUẤN,,"84/180 Phan Văn Trị , phường 2, quận 5 - Tp.HCM, Phường 02, Quận 5, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hm_tuan@ductuanmed.com,Huỳnh Minh Tuấn,0903751325,0305090897,Trocar mở bụng dùng một lần trong phẫu thuật
CÔNG TY TNHH ELIMED VIỆT NAM,,"39A Lê Đình Quản, Phường Cát Lái, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@elimed.vn,PHẠM THỊ DIỆU LINH,0918925388,0317652766,Vòng cắt polyp dùng một lần
CÔNG TY CỔ PHẦN BỆNH VIỆN ĐA KHOA QUỐC TẾ DNA,,"1015 Trần Hưng Đạo, Phường 05, Quận 5, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,quoctedna@gmail.com,NGUYỄN NGUYÊN ANH DŨNG,02838380282,0315068114,Máy điều trị bằng liệu pháp ozone
VĂN PHÒNG ĐẠI DIỆN BECKMAN COULTER HONG KONG LIMITED TẠI TPHCM,,"Phòng 1906, Lầu 19, Tòa nhà Maple Tree Business Centre, số 1060, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ando@beckman.com,Phạm Mạnh Tuấn,02873022271,0314556849,Bộ IVD xét nghiệm định lượng AMH
CÔNG TY TNHH KỸ THUẬT HÌNH ẢNH VÀ THÔNG TIN Y TẾ SOMEKO,,"73/27 Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,phuan0507@gmail.com,VÕ THU PHƯƠNG,0983648056,0317755225,Bộ chuyển đổi số hóa X-quang
CÔNG TY TNHH DRAEGER VIỆT NAM,,"41-43 Nguyễn Cơ Thạch, Phường An Lợi Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,contact.vn@draeger.com,Nguyễn Tiến Hòa,02862583687,0305383357,"Bộ dây thở sơ sinh gia nhiệt nhánh thở vào, kèm bình làm ẩm, dùng một lần"
CÔNG TY CỔ PHẦN CÔNG NGHỆ HÓA SINH ÂU VIỆT,,"Số 19, Đường số 18, Khu phố 5, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,av-sales@av-biotech.vn,Dương Thanh Nhã,0913905933,0303891771,Thuốc thử cho máy phân tích huyết học 
CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT A.V.L,,"139 VĨNH VIỄN, Phường 04, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,sales.avl@avl.vn,NGUYỄN XUÂN ĐÀI,0909982795,0302832734,Hoá chất xét nghiệm dùng cho máy phân tích điện di
CÔNG TY TNHH FUJIFILM VIỆT NAM,,"Lầu 30, Tòa nhà Saigon Trade Center, số 37 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,dinhhaianh925@gmail.com,MOROTA MAMORU,028-39390847,0311169111,Kim tiêm dưới niêm
CÔNG TY TNHH FUJIFILM VIỆT NAM,,"Lầu 30, Tòa nhà Saigon Trade Center, số 37 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,dinhhaianh925@gmail.com,MOROTA MAMORU,028-39390847,0311169111,Bộ xử lý siêu âm đầu dò nhỏ
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI THANH LAB,,"796 Âu Cơ, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@labothanh.com,NGUYỄN ĐĂNG KHOA,0906099990,0313936171,"HÀM RĂNG NHỰA THÁO LẮP, HÀM KHUNG KIM LOẠI THÁO LẮP"
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI THANH LAB,,"796 Âu Cơ, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@labothanh.com,NGUYỄN ĐĂNG KHOA,0906099990,0313936171,MÃO RĂNG SỨ
CÔNG TY TNHH XUẤT NHẬP KHẨU Y TẾ THĂNG LONG,,"Lô 20BT8 Khu đô thị Văn Quán, Phường Văn Quán, Quận Hà Đông, Thành phố Hà Nội, Việt Nam, Phường Văn Quán, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,maivanque@gmail.com,Mai Văn Quế,+84902177899,0105814359,Máy soi cổ tử cung
CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VIMEC,,"DD26 Bạch Mã, Phường 15, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vutruong@vimec.net.vn,Trương Hoài Vũ,028 3864 0888,0310913521,Hệ thống ELISA tự động
CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VIMEC,,"DD26 Bạch Mã, Phường 15, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vutruong@vimec.net.vn,Trương Hoài Vũ,028 3864 0888,0310913521,Cụm IVD hỗ trợ xét nghiệm huyết học
CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VIMEC,,"DD26 Bạch Mã, Phường 15, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vutruong@vimec.net.vn,Trương Hoài Vũ,028 3864 0888,0310913521,Cụm IVD Nhiễm nấm – miễn dịch
CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VIMEC,,"DD26 Bạch Mã, Phường 15, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vutruong@vimec.net.vn,Trương Hoài Vũ,028 3864 0888,0310913521,Cụm IVD Định danh môi trường sinh hóa
CÔNG TY TNHH VẬT TƯ Y TẾ 2A,,"123/13/26 Đường TX22, Phường Thạnh Xuân, Quận 12, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vtyt2a@gmail.com,Huỳnh Thị Quỳnh Như,0914711750,0314994190,"Trocar dẫn đường, ống nội soi, dụng cụ đẩy chỉ, lưỡi bào khớp xương, lưỡi mài khớp xương"
CÔNG TY CỔ PHẦN 24 SEVEN HEALTH CARE VIỆT NAM,,"17 Phạm Vấn, Phường Phú Thọ Hòa, Quận Tân Phú, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,nguyenhoailienftu@gmail.com,TRƯƠNG VĂN LINH,0382044282,0313555497,Chốt sợi thủy tinh
CÔNG TY TNHH KỸ THUẬT NAM PHƯƠNG,,"Số 18/299/48 Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ra@namphuong-tn.vn,Nguyễn Thị Kim Chi,0906258012,0305502815,"Cụm IVD Môi trường Nuôi cấy: Chai cấy máu phát hiện vi sinh vật hiếu khí, kỵ khí, hiếu-kỵ khí tùy tiện"
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN Y TẾ AN SINH,,"Tầng 5, Căn L1.7 Hải Ngân, đường Thanh Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,global@ansinhgroup.vn,Nguyễn Tăng Hòa,1900299296,2801615584,Hoá chất dùng cho máy sinh hoá
CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ PHYMED,,"Phòng 504, tòa nhà CFM, số 23 Láng Hạ, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,yenly@phymed.vn,Đinh Chí Thành,02435147866,0105952630,Máy điều trị bằng điện từ trường
CÔNG TY TNHH B. BRAUN VIỆT NAM,,"Cụm Công Nghiệp Thanh Oai, Xã Bích Hòa, Huyện Thanh Oai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ra.vn@bbraun.com,Torben Minko,02433571616,0100114064,hệ thống máy bơm khí CO2 dùng trong phẫu thuật nội soi
CÔNG TY CỔ PHẦN VẬT TƯ Y TẾ HÀ NỘI,,"Số nhà A8, Lô 18, KĐTM Định Công, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,cfo@hanoimedical.com.vn,Nguyễn Thị Tuyết Nhung,024 36404157,0101365423,Nhiệt kế y khoa CRW-23
CÔNG TY TNHH STV TECHNOLOGY,,"Tầng 7, B3, B4, B5 Khu đấu giá QSD đất Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tranmy.vnpp@gmail.com,Dương Thị Phương,0942347458,0104739620,Cụm IVD xét nghiệm đái tháo đường(Hormone): C-Peptide; HbA1c; Insulin
CÔNG TY TNHH STV TECHNOLOGY,,"Tầng 7, B3, B4, B5 Khu đấu giá QSD đất Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tranmy.vnpp@gmail.com,Dương Thị Phương,0942347458,0104739620,Thuốc thử xét nghiệm định lượng 25‑hydroxyvitamin D toàn phần
CÔNG TY TNHH STV TECHNOLOGY,,"Tầng 7, B3, B4, B5 Khu đấu giá QSD đất Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tranmy.vnpp@gmail.com,Dương Thị Phương,0942347458,0104739620,"Cụm IVD xét nghiệm phản ứng viêm: CRP, IL-6, procalcitonin (PCT), SAA"
CÔNG TY TNHH STV TECHNOLOGY,,"Tầng 7, B3, B4, B5 Khu đấu giá QSD đất Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tranmy.vnpp@gmail.com,Dương Thị Phương,0942347458,0104739620,Thuốc thử xét nghiệm định lượng Ferritin
CÔNG TY TNHH STV TECHNOLOGY,,"Tầng 7, B3, B4, B5 Khu đấu giá QSD đất Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tranmy.vnpp@gmail.com,Dương Thị Phương,0942347458,0104739620,Thuốc thử xét nghiệm định lượng globulin miễn dịch E (IgE)
CÔNG TY TNHH STV TECHNOLOGY,,"Tầng 7, B3, B4, B5 Khu đấu giá QSD đất Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tranmy.vnpp@gmail.com,Dương Thị Phương,0942347458,0104739620,Thuốc thử xét nghiệm định lượng Osteocalcin
CÔNG TY TNHH STV TECHNOLOGY,,"Tầng 7, B3, B4, B5 Khu đấu giá QSD đất Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tranmy.vnpp@gmail.com,Dương Thị Phương,0942347458,0104739620,Thuốc thử xét nghiệm định lượng PTH
CÔNG TY TNHH STV TECHNOLOGY,,"Tầng 7, B3, B4, B5 Khu đấu giá QSD đất Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tranmy.vnpp@gmail.com,Dương Thị Phương,0942347458,0104739620,Thuốc thử xét nghiệm định lượng SHBG
CÔNG TY TNHH CÔNG NGHỆ Y TẾ CORTIS,,"Số 4/138 Quan Thổ 1, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,bnduongip@gmail.com,Bùi Ngọc Dương,0903247032,0109709242,Xông hút dịch 
CÔNG TY TNHH XUẤT NHẬP KHẨU THIẾT BỊ THÁI VIỆT,,"Số 5, Ngách 22, Ngõ 291, Đường Khương Trung, P.Khương Trung, Q.Thanh Xuân, TP.Hà Nội, Phường Khương Trung, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thaivietmed.vn@gmail.com,Hoàng Thị Hải Yến,0914955333,0106250634,Máy từ trường điều trị
CÔNG TY TNHH VẠN NIÊN,,"Số 51, ngõ 228, phố Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoant@vannien.com.vn,Nguyễn Xuân Thanh,0913506840,0101540844,Cụm IVD xét nghiệm thiếu máu
CÔNG TY TNHH VẠN NIÊN,,"Số 51, ngõ 228, phố Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoant@vannien.com.vn,Nguyễn Xuân Thanh,0913506840,0101540844,Cụm IVD xét nghiệm chuyển hóa thận
CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ,,"48 Hai Bà Trưng, Phường Thắng Lợi, Buôn Ma Thuột, Tỉnh Đắk Lắk",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,duocphamquocte@gmail.com,Võ Văn Hùng,02623 898484,6000420044,Dây truyền máu
CÔNG TY TNHH MÁY TRỢ THÍNH & THIẾT BỊ Y TẾ THIÊN ĐỨC,,"Số 6, ngách 92, ngõ 141, phố Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thuongch@maytrothinhthienduc.com.vn,Nguyễn Tuấn Anh,38693363,0106497423,Máy trợ thính Interton
CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ NANIPHAR VIỆT NAM,,"Số 29 ngõ 93 Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,snbpharma0218@gmail.com,TRẦN THỊ YẾN,0968611541,0108783211,Que thử thai 
CÔNG TY TNHH THIẾT BỊ Y TẾ MINH ANH,,"Số nhà 33 khu tập thể binh đoàn 12, Phường Yên Nghĩa, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,congtyminhanh1234@gmail.com,Đào Minh Thành,0962945891,0109729129,Hệ thống cung cấp và theo dõi khí NO
CÔNG TY TNHH PHÁT TRIỂN DỰ ÁN Y TẾ VIỆT NAM,,"Số 27/217 tổ 16, phố Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,nguyenbichphuong32@gmail.com,Hà Mạnh Hùng,02462851650,0105043875,Hóa chất sử dụng cho máy xét nghiệm miễn dịch 
CÔNG TY TNHH DƯỢC PHẨM UNIFIVE,,"Số 8 đường 3.4 KĐT Gamuda Garden, Phường Trần Phú, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,duocphamunifive2021@gmail.com,ĐÀO VĂN BA,0982685062,0109674818,Nước mắt nhân tạo UNITANE ULTRA
CÔNG TY TNHH THƯƠNG MẠI TH-NIA,,"Xóm mới, Thôn Tự Khoát, Xã Ngũ Hiệp, Huyện Thanh Trì, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,truonghungbvkth09@gmail.com,TRƯƠNG VĂN HƯNG,0971186289,0108704435,Gel âm đạo Clogyne
CÔNG TY TNHH NGHIÊN CỨU VÀ PHÁT TRIỂN DƯỢC PHẨM SUCS,,"Tầng 3, số 197 Phố Đại La,, Phường Đồng Tâm, Quận Hai Bà Trưng, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@sucspharma.com,Nguyễn Trọng Bân,0933293888,0107760959,Máy trị liệu điện trường
CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU ĐẠI PHONG,,"Số 18B ngõ 96/71 Phố Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thietbinhakhoadaiphong@gmail.com,LÊ THỊ LY,0902319596,0102350613,Máy điều trị tủy
CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU ĐẠI PHONG,,"Số 18B ngõ 96/71 Phố Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thietbinhakhoadaiphong@gmail.com,LÊ THỊ LY,0902319596,0102350613,Máy định vị chóp
CÔNG TY TNHH ĐẦU TƯ VÀ THIẾT BỊ THIÊN AN,,"Số 5B ngách 65 ngõ 86 phố Hào Nam, phường Ô Chợ Dừa, quận Đống Đa, Hà Nội, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,import.thienan@gmail.com,Vũ Đình Hiếu,02432003967,0107624628,Vật liệu kiểm soát xét nghiệm định lượng MICROALBUMIN/ URINARY PROTEIN
CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP VÀ DỊCH VỤ NHẬT MINH,,"Số 27A, Phố Đặng Dung, Phường Quán Thánh, Quận Ba Đình, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,infoytenhatminh@gmail.com,Đoàn Thị Hường,0369288281,0110235050,Hệ thống IVD xét nghiệm định lượng HbA1c
CÔNG TY TNHH VIỆT PHAN,,"Số 17, ngách 129, ngõ Xã Đàn 2, Phường Nam Đồng, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@vietphan.com.vn,Lê Thanh Lịch,0904131356,0100985583,Hóa chất dùng cho máy phân tích sinh hóa tự động
CÔNG TY TNHH THIẾT BỊ VÀ CÔNG NGHỆ TÂN ĐẠI THÀNH,,"Xóm 2, Thôn Đại Tảo, Xã Đại Thành, Huyện Quốc Oai, Hà Nội, Xã Đại Thành, Huyện Quốc Oai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tdt.vnn@gmail.com,Nguyễn Hòa Linh,0912809839,0105001988,Ống mở khí quản 1 nòng
CÔNG TY CỔ PHẦN THƯƠNG MẠI ÂU Á,,"Số 2, ngõ 460 đường Hoàng Hoa Thám, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,luonghien@euro-asia.vn,LÊ DIỆU LOAN,02437713365,0103757105,Máy làm đẹp công nghệ vi kim RF Microneedle và phụ kiện
CÔNG TY CỔ PHẦN THƯƠNG MẠI ÂU Á,,"Số 2, ngõ 460 đường Hoàng Hoa Thám, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,luonghien@euro-asia.vn,LÊ DIỆU LOAN,02437713365,0103757105,Máy nâng cơ xóa nhăn công nghệ HIFU
CÔNG TY CỔ PHẦN THƯƠNG MẠI ÂU Á,,"Số 2, ngõ 460 đường Hoàng Hoa Thám, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,luonghien@euro-asia.vn,LÊ DIỆU LOAN,02437713365,0103757105,"Máy làm sáng da, triệt lông IPL"
CÔNG TY CỔ PHẦN THƯƠNG MẠI ÂU Á,,"Số 2, ngõ 460 đường Hoàng Hoa Thám, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,luonghien@euro-asia.vn,LÊ DIỆU LOAN,02437713365,0103757105,Máy làm đẹp da vi điểm đầu kim cương
CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI VÀ DỊCH VỤ HẢI MINH,,"Xóm Chàng Trũng, Xã Dương Liễu, Huyện Hoài Đức, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,sales@haiminhtsc.com,NGUYỄN TIẾN MINH,0917086003,0104497121,Thiết bị tập nuốt
CÔNG TY TNHH ALTECH COMPUTER SYSTEM,,"105-107 Đường Cô Giang, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,salesvn@altechcomputer.com,HUI CHI CHUNG,02822535162,0315186950,Máy phân tích thành phần cơ thể
CÔNG TY TNHH THIẾT BỊ VÀ VẬT TƯ Y TẾ ĐÔNG DƯƠNG,,"Phòng 606, tháp A1, Tòa nhà Indochina Plaza HN, 241 Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,project16.icm@gmail.com,Đinh Thị Thùy Dương,0965802086,0106753606,Chất nhầy bôi trơn sử dụng trong phẫu thuật mắt
