address,link_face,link_twitter,listed_in,name,phone,url,web
"3275 W Village Drive, Teton Village, Wyoming 83025",https://facebook.com/calderahouse,,WYOMING,Caldera House – Teton Village,(307) 200-4220,https://www.spaindex.com/listings/caldera-house-teton-village/,www.calderahouse.com
"1007 Main Street, Hays, KS 67601, USA",https://facebook.com/salon1007,,KANSAS,Salon Ten O Seven Hair Skin Body – Hays,785-628-6000,https://www.spaindex.com/listings/salon-ten-o-seven-hays/,www.salon1007.com
"130 E Main Street, Campbellsville, Kentucky, KY 42718",https://facebook.com/TheGreenRoomSalonandDaySpa,https://twitter.com/thegreenroomspa,KENTUCKY,The Green Room Salon & Day Spa – Campbellsville,(270) 789-0300,https://www.spaindex.com/listings/green-room-salon-day-spa/,www.thegreenroomonmain.com/
"11544 Ash Street, Leawood, KS 66211",https://facebook.com/thegentsplace,https://twitter.com/thegentsplace,KANSAS,The Gents Place – Leawood,913-631-3707,https://www.spaindex.com/listings/the-gents-place-leawood/,www.thegentsplace.com
"3311 Southwest 6th Avenue, Topeka, KS 66606, USA",https://facebook.com/hisandhersalonanddayspa,,KANSAS,His and Her Salon and Day Spa – Topeka,(785) 232-9724,https://www.spaindex.com/listings/his-her-salon-and-day-spa/,www.hisandhersalon.com
"1647 N California Blvd Walnut Creek, CA 94596",https://facebook.com/SkinSpiritSkincareClinicSpa,https://twitter.com/skinspirit,"CALIFORNIA, Northern California",SkinSpirit Medical Spa – Walnut Creek,925-952-9200,https://www.spaindex.com/listings/skinspirit-medical-spa-walnut-creek/,www.skinspirit.com/
"1530 Smoky Hill River Road, Hays, KS 67601, USA",https://facebook.com/rockhavenspa,https://twitter.com/RockHavenSpa,KANSAS,Spa Rock Haven – Hays,785-650-0772,https://www.spaindex.com/listings/spa-rock-haven/,www.rockhavenspa.com
"3004 West State Route 89A, Sedona, AZ 86336, USA",https://facebook.com/pages/Sedonas-New-Day-Spa/201387676201,https://twitter.com/SedonaNewDaySpa,ARIZONA,Sedona’s New Day Spa,928-282-7502,https://www.spaindex.com/listings/sedonas-new-day-spa/,www.sedonanewdayspa.com/
"701 Emerson Street, Palo Alto, CA 94301, USA",https://facebook.com/SkinSpiritSkincareClinicSpa,https://twitter.com/skinspirit,"CALIFORNIA, Northern California",SkinSpirit Medical Spa – Palo Alto,650-324-9600,https://www.spaindex.com/listings/skinspirit-palo-alto/,www.skinspirit.com/
"40101 Monterey Avenue, Rancho Mirage, CA 92270, USA",,,"CALIFORNIA, Southern California",La Quinta MedSpa Express – Rancho Mirage,760-674-5700,https://www.spaindex.com/listings/la-quinta-medspa-express/,https://laquintamedspa.com/
"47-350 Washington Street, La Quinta, CA 92253, USA",,,"CALIFORNIA, Southern California",La Quinta MedSpa – Palm Springs,960-396-9353,https://www.spaindex.com/listings/la-quinta-medspa/,https://laquintamedspa.com/
"8701 Santa Monica Boulevard, West Hollywood, CA 90069, USA",https://facebook.com/faceplace,https://twitter.com/faceplace,"CALIFORNIA, Southern California",Face Place Los Angeles – West Hollywood,,https://www.spaindex.com/listings/face-place-los-angeles/,https://faceplace.com/
" 20530 North Rand Road, Deer Park, IL 60010",https://facebook.com/AMAMedSpa,,ILLINOIS,AMA Med Spa – Deer Park,(847) 719-2200,https://www.spaindex.com/listings/ama-med-spa-deer-park/,https://www.amamedspa.com/
"9719 Village Center Drive, Granite Bay, CA 95746, USA",https://facebook.com/DolceVitaDaySpa,https://twitter.com/spadolcevita,"CALIFORNIA, Northern California, May 6, 2013",Dolce Vita Day Spa – Granite Bay,916-772-7733,https://www.spaindex.com/listings/dolce-vita-day-spa-granite-bay-ca/,https://dolcevitads.com/
"3221 Cohasset Road #120, Chico, CA 95973, USA",https://facebook.com/urbanmedspa,,"CALIFORNIA, Northern California",Urban MedSpa – Chico,530-891-8772 ,https://www.spaindex.com/listings/urban-medspa-chico-ca/,https://urbanmedspa.com/
"139 Portsmouth Avenue, Stratham, NH 03885, USA",https://facebook.com/wingatesalonspa,https://twitter.com/wingatespa,NEW HAMPSHIRE,Wingate Salon & Spa – Stratham,603-772-8400,https://www.spaindex.com/listings/wingate-salon-spa-stratham/,https://www.wingatespa.com/
"2400 Broadway Street, Vancouver, WA 98663",https://facebook.com/cohesivetherapyLLC,,WASHINGTON,Cohesive Therapy Healing & Rejuvenation Center – Vancouver,360-904-4999,https://www.spaindex.com/listings/cohesive-therapy-vancouver/,www.cohesivetherapy.org/
"10 Warm Creek Lane, Victor, ID 83455, USA",https://facebook.com/tetonspringslodge,https://twitter.com/tetonsprings,IDAHO,Teton Springs Lodge & Spa,877-787-8757,https://www.spaindex.com/listings/teton-springs-lodge-spa-idaho/,www.tetonspringslodge.com
"181 Clubhouse Drive, Mount Ida, Arkansas 71957",https://facebook.com/TurtleCoveSpa,,ARKANSAS,Turtle Cove Spa – Lake Ouachita,870-867-1220,https://www.spaindex.com/listings/turtle-cove-spa/,https://turtlecovespa.com/
" 1 Sun Valley Rd., Sun Valley, ID 83353",https://facebook.com/sunvalley,https://twitter.com/sunvalley,IDAHO,Sun Valley Lodge and Spa – Idaho,800-786-8259,https://www.spaindex.com/listings/sun-valley-lodge-and-spa-idaho/,www.sunvalley.com
"850 North Lake Boulevard, Tahoe National Forest, Tahoe City, CA 96145, USA",https://facebook.com/LighthouseDaySpa,,"CALIFORNIA, NEVADA, Northern California",Lighthouse Massage and Spa – Lake Tahoe,530-583-8100,https://www.spaindex.com/listings/lighthouse-massage-and-spa-lake-tahoe/,https://lighthousespa.com/
"125 NW Wall St, Bend, OR 97701",https://facebook.com/spawbend,https://twitter.com/spa_w,OREGON,Spa W – Bend,541-388-1485,https://www.spaindex.com/listings/spa-w/,https://spa-w.com/
"501 Fifth Avenue, Suite 300, New York, NY 10017",https://facebook.com/JoannaVargasSkincare,https://twitter.com/JVSkinCare,"NEW YORK, New York City",Joanna Vargas Skin Care Sanctuary – Midtown NYC,(212) 949-2350,https://www.spaindex.com/listings/joanna-vargas-skin-care-nyc/,joannavargas.com/
"3001 Winegard Drive, Burlington, IA 52601, USA",https://facebook.com/PZAZZEntertainmentComplex,https://twitter.com/funcitypzazz,IOWA,Catfish Bend Inn at PZAZZ Resort Hotel – Burlington,,https://www.spaindex.com/listings/catfish-bend-inn-spa-iowa/,www.thepzazz.com/hotel/catfishbendinnspa.asp
"330 North Wabash Avenue, Chicago, IL 60611",https://facebook.com/LanghamChicago,https://twitter.com/LanghamChicago,ILLINOIS,The Langham – Chicago,630-208-7433 ,https://www.spaindex.com/listings/langham-chicago/,https://spaindex.link/LanghamChicago
"4431 West 119th Street Leawood, KS 66209",https://facebook.com/WoodhouseSpaLeawood,,KANSAS,Woodhouse Day Spa – Leawood,(913) 354-3100,https://www.spaindex.com/listings/woodhouse-day-spa-leawood/,leawood.woodhousespas.com/
"1705 South Quinlan Park Road, Austin, TX 78732, USA",https://facebook.com/lakeaustinspa,https://twitter.com/lakeaustinspa,"TEXAS, May 6, 2013",Lake Austin Spa Resort,,https://www.spaindex.com/listings/lake-austin-spa-resort/,spaindex.link/LakeAustinSpa
"1275 Red Mountain Circle, Ivins, UT 84738, USA",https://facebook.com/RedMountainResort,https://twitter.com/RedMtnResort,"UTAH, May 6, 2013",Red Mountain Resort – Red Rocks,877 246 4453,https://www.spaindex.com/listings/red-mountain-resort/,https://spaindex.link/RedMountainResort
"8969 Metcalf Ave, Overland Park, KS  66212",https://facebook.com/blubirdspa,,KANSAS,Blu Bird Spa – Overland Park,913-219-7206,https://www.spaindex.com/listings/blu-bird-spa-overland-park/,https://www.blubirdspa.com/
"7 Hope Blvd, Galveston, TX 77554",https://facebook.com/moodygardenshotel,https://twitter.com/MGHotel,TEXAS,Moody Gardens Hotel – Galveston,888-388-8484,https://www.spaindex.com/listings/moody-gardens-hotel-galveston/,https://spaindex.link/MoodyGardens
"5222 Seawall Boulevard, Battery Hoskins, Fort Crockett, Galveston, TX 77551, USA",https://facebook.com/TheSanLuisResort,https://twitter.com/TheSanLuisGalv,TEXAS,San Luis Resort Spa & Conference Center – Galveston,800-445-0090,https://www.spaindex.com/listings/san-luis-resort-spa-conference-center/,www.sanluisresort.com
"5165 County Road 2013, Glen Rose, Texas",https://facebook.com/roughcreek,https://twitter.com/rclodge,TEXAS,Rough Creek Lodge – Texas Hill Country,(855) 627-2243,https://www.spaindex.com/listings/rough-creek-lodge-texas/,https://spaindex.link/RoughCreekLodge
"2422 Danville Road, Southwest, Decatur, AL 35603",,,ALABAMA,Elamar Med Spa – Decatur,256-686-9111,https://www.spaindex.com/listings/elamar-med-spa-decatur/,elamarmedspa.com/
"919 Briar Oaks Lane, Houston, TX, 77027-3408",https://facebook.com/stregishouston,https://twitter.com/HoustonStRegis,TEXAS,The St Regis Houston,(713) 840-7600,https://www.spaindex.com/listings/st-regis-houston/,spaindex.link/StRegisHouston
"11601 Rock Rose Avenue Austin, TX 78758",https://facebook.com/vivadayspa,https://twitter.com/vivadayspa,TEXAS,Viva Day Spa + Med Spa – North Austin,512-361-2558,https://www.spaindex.com/listings/viva-day-spa-med-spa-north-austin/,https://www.vivadayspa.com/
"2613 NE University Village Street, Seattle, WA 98105",https://facebook.com/SkinSpiritSkincareClinicSpa,https://twitter.com/skinspirit,WASHINGTON,SkinSpirit Medical Spa – Seattle,206-522-2613,https://www.spaindex.com/listings/skinspirit-medical-spa-seattle/,www.skinspirit.com/
"250 Crummer Lane Reno, NV 89502",https://facebook.com/poshsalonreno,,NEVADA,Posh Salon & Med Spa – Reno,775-826-7674 ,https://www.spaindex.com/listings/posh-salon-med-spa-reno/,poshsalonreno.com
"8358 Sunset Boulevard, West Hollywood, CA 90069",https://facebook.com/JoannaVargasSkincare,https://twitter.com/JVSkinCare,"CALIFORNIA, Southern California",Joanna Vargas Skin Care Sanctuary – Los Angeles,310-424-5141,https://www.spaindex.com/listings/joanna-vargas-skin-care-sanctuary-los-angeles/,https://joannavargas.com/
"13800 Canal Road, Sterling Heights, MI 48313, USA",https://facebook.com/BocciSalon,https://twitter.com/boccisalon,MICHIGAN,Bocci Salon Spa – Sterling Heights,,https://www.spaindex.com/listings/bocci-salon-spa-sterling-heights/,https://www.boccisalon.com/
"215 S Lamar Blvd Austin, TX 78704",https://facebook.com/vivadayspa,https://twitter.com/vivadayspa,TEXAS,Viva Day Spa + Med Spa – Downtown Austin,512-361-2047,https://www.spaindex.com/listings/viva-day-spa-med-spa-downtown-austin/,https://www.vivadayspa.com/
"120 West 20th Street, Santa Ana, CA 92706, USA",https://facebook.com/MontanyaSpa,https://twitter.com/montanyaspa,"CALIFORNIA, Southern California",Montanya Spa – Santa Ana,714-918-8888,https://www.spaindex.com/listings/montanya-spa-santa-ana/,https://www.montanya-spa.com/
"1811 West 35th Street Austin, TX 78703",https://facebook.com/vivadayspa,https://twitter.com/vivadayspa,TEXAS,Viva Day Spa – Central Austin,512-361-1786,https://www.spaindex.com/listings/viva-day-spa-central-austin/,https://www.vivadayspa.com/
"603 South Mays  Round Rock, Texas 78664",https://facebook.com/vivadayspa,https://twitter.com/vivadayspa,TEXAS,Viva Day Spa + Med Spa – Round Rock,(512) 246-9700,https://www.spaindex.com/listings/viva-day-spa-med-spa-round-rock/,https://www.vivadayspa.com/
"515 15th Street, Washington DC 20004",https://facebook.com/hotelwashingtondc,,"WASHINGTON, DC",Hotel Washington – Washington DC,202-661-2400,https://www.spaindex.com/listings/hotel-washington-washington-dc/,https://www.thehotelwashington.com/
"27 Grand Circle, Newry, ME 04261",https://facebook.com/sundayriver,https://twitter.com/sundayriver,MAINE,Jordan Spa at the Sunday River Resort – Maine,207-824-5328,https://www.spaindex.com/listings/jordan-spa-sunday-river/,https://www.sundayriver.com/spa
" 1007 E Street SE  Washington, DC 20003",https://facebook.com/SpaOnTheHill,https://twitter.com/%20,"WASHINGTON, DC",Spa on the Hill – Washington DC,202-543-5950,https://www.spaindex.com/listings/spa-on-the-hill-dc/,https://www.spaonthehill.com/
"1001 Wisconsin Place, Madison, Wisconsin, 53703",https://facebook.com/edgewatermadison,https://twitter.com/theedgeh2o,WISCONSIN,The Edgewater Hotel and Spa – Madison,608-535-8200,https://www.spaindex.com/listings/the-edgewater-hotel-and-spa/,https://www.theedgewater.com/
"424 East Wisconsin Avenue, Milwaukee, WI 53202, USA",,,WISCONSIN,WELL Spa and Salon at the Pfister Hotel – Milwaukee, 414-277-9207,https://www.spaindex.com/listings/well-spa-and-salon-at-the-pfister-hotel/,www.pfisterwellspa.com/
"404 K Street, Anchorage, Alaska",https://facebook.com/%20akadagio,,ALASKA,Adagio Day Spa – Anchorage,907-222-3601,https://www.spaindex.com/listings/adagio-day-spa-anchorage/,www.adagio-spa.com/
"505 U.S. 2, Leavenworth, WA 98826, USA",https://facebook.com/%20iciclevillage,https://twitter.com/%20IcicleVillage,WASHINGTON,Icicle Village Resort & Spa – Leavenworth,,https://www.spaindex.com/listings/icicle-village-resort-spa-leavenworth/,www.iciclevillage.com
"100 North Hayford Road Airway Heights, WA 99001",https://facebook.com/NorthernQuestCasinoResort,https://twitter.com/northernquest,WASHINGTON,Northern Quest Resort Casino Spa – Spokane, Info 877-871-6772 |  Spa 509-481-6108,https://www.spaindex.com/listings/northern-quest-resort/,https://www.northernquest.com/?SpaIndex.com
"7375 Icicle Road, Wenatchee National Forest, Leavenworth, WA 98826, USA",https://facebook.com/SleepingLady,,WASHINGTON,Sleeping Lady Mountain Resort and Spa – Leavenworth,,https://www.spaindex.com/listings/sleeping-lady-mountain-resort-washington/,www.sleepinglady.com
"9509-9559 Semiahmoo Pkwy, Blaine, WA 98230, USA",https://facebook.com/SemiahmooResort,https://twitter.com/SemiahmooResort,WASHINGTON,Semiahmoo Resort Golf & Spa – Drayton Harbor,360-318-2000,https://www.spaindex.com/listings/semiahmoo-golf-resort-spa/,www.semiahmoo.com/
"195 Mountain Top Road, Chittenden, Vermont 05737",https://facebook.com/mountaintopinnvt,https://twitter.com/mtntopinnvt,VERMONT,Mountain Top Inn & Resort – Vermont,802-483-2311,https://www.spaindex.com/listings/mountain-top-inn-resort-vermont/,mountaintopinn.com/
"1711 Pence Avenue, Bellingham, WA 98225",https://facebook.com/karasbeautybarn,,WASHINGTON,Kara’s Beauty Barn – Bellingham,360-778-2433,https://www.spaindex.com/listings/karas-beauty-barn-bellingham/,https://www.karasbeautybarn.com/
"2125 Terry Avenue, Seattle WA 98121",https://facebook.com/hotelseattle,https://twitter.com/PanPacificSea,WASHINGTON,Pan Pacific Hotel – Vida Spa – Seattle,206-264-8111,https://www.spaindex.com/listings/pan-pacific-hotel-vida-spa/,https://www.panpacific.com/en/hotels-resorts/united-states/seattle.html
"10200 Quil Ceda Blvd, Tulalip, WA 98271",https://facebook.com/TulalipResortCasino,https://twitter.com/tulalipresort,WASHINGTON,Tulalip Resort Casino Spa – Seattle,,https://www.spaindex.com/listings/tulalip-resort-casino-spa-seattle/,www.tulalipresort.com
"152 Main Street, Proctorsville, VT 05153, USA",,,VERMONT,Castle Hill Resort and Spa – Vermont,802-226-7361,https://www.spaindex.com/listings/castle-hill-resort-and-spa-vermont/,www.castlehillresortvt.com
"4720 Village Square Drive, Suite B, Paducah, ky 42001",https://facebook.com/ruxermedspa,,KENTUCKY,Ruxer MedSpa – Paducah,270-554-0090,https://www.spaindex.com/listings/ruxer-medspa-paducah/,https://ruxermedspa.com/
"56 West 39th Street, Third Floor, New York, NY 10018",https://facebook.com/siyahealingspa,,"NEW YORK, New York City",Siya Healing Spa – Midtown Manhattan – NYC,917-254-6895,https://www.spaindex.com/listings/siya-healing-spa/,https://www.siyahealingspa.com/
"2456 N Murray Avenue, Milwaukee, WI 53214",,,WISCONSIN,Juniper Spa and Body – Milwaukee,414-861-4000,https://www.spaindex.com/listings/juniper-spa-and-body-milwaukee/,junipermke.com/
"313 East Edgewood Drive, Friendswood, TX 77546, USA",https://facebook.com/BergamosSpaRetreat,https://twitter.com/BergamosSpa,TEXAS,Bergamos Spa Retreat – Friendswood,281-992-3775 ,https://www.spaindex.com/listings/bergamos-spa-retreat-friendswood/,www.bergamossparetreat.com
"16986 SW Brasada Ranch Rd, Powell Butte, OR",https://facebook.com/brasada,https://twitter.com/Brasada_Ranch,OREGON,Brasada Ranch and Spa – Bend,855-318-4960,https://www.spaindex.com/listings/brasada-ranch-and-spa/,https://www.brasada.com/
"1522 Cline Falls Road, Redmond, OR 97756",https://facebook.com/eaglecrestresort,,OREGON,Eagle Crest Resort & Spa – Redmond,855-682-4786    541-923-2453,https://www.spaindex.com/listings/eagle-crest-hotel-resort-spa/,www.eagle-crest.com/
"165 Wekiva Springs Road, Longwood, Florida 32779",https://facebook.com/goldfingersaesthetics,,FLORIDA,Goldfingers Aesthetics – Longwood,407-333-4300,https://www.spaindex.com/listings/goldfingers-aesthetics-longwood/,https://spaindex.link/GoldfingersAesthetics
"No. 10 Basin Street, Astoria, OR 97103",https://facebook.com/astoriacph,,OREGON,Cannery Pier Hotel & Spa – Astoria,Hotel: 888-325-4996      Spa: 503-338-4772,https://www.spaindex.com/listings/cannery-pier-hotel-spa/,https://www.cannerypierhotel.com/
"7760 North Highway 101 Gleneden Beach, Oregon 97388",https://facebook.com/SalishanCoastalLodge,,OREGON,Salishan Coastal Lodge & Spa – Gleneden Beach,541-764-3600,https://www.spaindex.com/listings/salishan-lodge-spa-oregon/,https://salishan.com/?SpaIndex.com
"701 Club Drive, Keswick, VA 22947, USA",https://facebook.com/KeswickHall,https://twitter.com/keswick_hall,VIRGINIA,Keswick Hall – Virginia,,https://www.spaindex.com/listings/keswick-hall-virginia/,www.keswick.com
"777 West Cherokee Street, Catoosa, OK 74015",https://facebook.com/HardRockTulsa,https://twitter.com/TulsaHardRock,OKLAHOMA,Hard Rock Hotel Casino & Spa – Tulsa,800-760-6700,https://www.spaindex.com/listings/hard-rock-hotel-casino-spa-tulsa/,https://www.hardrockcasinotulsa.com/
"96550 N. Bank Rogue River Road, Gold Beach, OR 97444",https://facebook.com/tututun.lodge,,OREGON,Tu Tu Tun Lodge & Spa – Rogue River,800-864-6357,https://www.spaindex.com/listings/tu-tu-tun-lodge-spa-rogue-river/,https://tututun.com/
"1118 S. Akard Street  Dallas, TX 75215",https://facebook.com/koffeedayspa,https://twitter.com/koffeediva,TEXAS,Koffee Day Spa – Dallas,214-670-9696 ,https://www.spaindex.com/listings/koffee-day-spa-dallas/,www.koffeedayspa.com
"5653 Lake Rd. East Geneva-on-the-Lake, OH 44041",https://facebook.com/%20TheLakehouseInn,https://twitter.com/%20,OHIO,The Lakehouse Inn Spa Winery – Geneva on the Lake,440-466-8668,https://www.spaindex.com/listings/lakehouse-ohio/,https://spaindex.link/LakehouseInnOhio
"1658 North Van Buren St. Milwaukee, WI 53202",,,WISCONSIN,Studio D Day Spa – Milwaukee,414-298-1529 or 414-870-1529,https://www.spaindex.com/listings/studio-d-day-spa-milwaukee/, https://www.studiodspa.com/
"5330 Co Rd 201, Millersburg, OH 44654",https://facebook.com/BerlinResort,https://twitter.com/BerlinResort,OHIO,Berlin Resort – Amish Country,800-935-5218,https://www.spaindex.com/listings/berlin-resort-ohio/,https://berlinresort.net/
"405 Whitney Street, Fredericksburg, TX 78624, USA",https://facebook.com/hillcountryherbgarden,https://twitter.com/%20,TEXAS,Hill Country Herb Garden – Fredericksburg,830-997-8615,https://www.spaindex.com/listings/hill-country-herb-garden/,https://www.hillcountryherbgarden.com/
"1300 N Franklin Street, Wilmington, DE 19806",https://facebook.com/firststatemedspa,https://twitter.com/FirstStMedSpa,DELAWARE,First State Med Spa – Wilmington,(302) 294-0700,https://www.spaindex.com/listings/first-state-medspa/,https://firststatemedspa.com/
"67589 Hacienda Avenue, Desert Hot Springs, CA 92240, USA",https://facebook.com/azurepalmhotsprings,,"CALIFORNIA, Southern California",Azure Palm Hot Springs Resort & Day Spa Oasis – Desert Hot Springs,760-251-2000,https://www.spaindex.com/listings/azure-palm-desert-hot-springs/,https://azurepalmhotsprings.com/
"2525 E Rosser Avenue, Bismarck, ND,  58501",https://facebook.com/kharmavida,,NORTH DAKOTA,Kharma Vida Day Spa – Bismarck,701-751-0870,https://www.spaindex.com/listings/kharma-vida-day-spa-bismarck/,https://kharmavida.com/
"2295 Fieldstone Dr. Ste.130 Lincoln, CA 95648",https://facebook.com/havenmedspaycl,,"CALIFORNIA, Northern California",Haven MedSpa – Lincoln,916-409-5988,https://www.spaindex.com/listings/haven-medspa-lincoln/,https://havenmedspa.com/
"470 Del Norte Ave Yuba City, CA 95991",https://facebook.com/havenmedspaycl,,"CALIFORNIA, Northern California",Haven MedSpa – Yuba City,530-441-6651,https://www.spaindex.com/listings/haven-medspa-yuba-city/,https://havenmedspa.com/
"2713 Perseverance Drive, Austin, Texas 78731",https://facebook.com/%20,,TEXAS,Halina Spa – Austin,512-452-3500,https://www.spaindex.com/listings/halina-spa-austin/,https://spaindex.link/HalinaSpas
"100 Bank Street, Burlington, VT 05401, USA",https://facebook.com/barevt,,VERMONT,Bare Medical Spa + Laser Center – Burlington,802-861-2273,https://www.spaindex.com/listings/bare-medical-spa-burlington/,https://barevt.com/
"5500 Running Y Road, Klamath Falls, OR  97601 ",https://facebook.com/RunningY,https://twitter.com/Running_Y_Ranch,OREGON,Running Y Ranch and Spa – Klamath Falls,(541) 850-5500,https://www.spaindex.com/listings/running-y-ranch-spa/,www.runningy.com/
"68010 East Fairway Avenue, Welches, Oregon, OR 97067",https://facebook.com/MtHoodOregonResort,https://twitter.com/mthoodresort,OREGON,Mt Hood Oregon Resort,(503) 622-3101,https://www.spaindex.com/listings/mt-hood-oregon-resort/,https://spaindex.link/Mt-Hood-Resort
"40 Miles West, NM-555, Raton, NM 87740",https://facebook.com/tedturnerreserves,https://twitter.com/TTReserves,NEW MEXICO,Vermejo – Ted Turner Reserve – Raton,877-288-7637,https://www.spaindex.com/listings/vermejo-ted-turner-reserve/,https://tedturnerreserves.com/vermejo/
"3 Blitzen Way, Jackson, NH 03846, USA",https://facebook.com/christmasfarminn,https://twitter.com/ChristmasFarmIn,NEW HAMPSHIRE,Christmas Farm Inn and Spa – Jackson Village,603-383-4313,https://www.spaindex.com/listings/christmas-farm-inn-and-spa-new-hampshire/,https://christmasfarminn.com/
"501 McAdoo Street, Truth or Consequences, NM 87901, USA",https://facebook.com/tedturnerreserves,https://twitter.com/TTReserves,NEW MEXICO,Sierra Grande – Ted Turner Reserve – Truth or Consequences,575-894-6976,https://www.spaindex.com/listings/sierra-grande-retreat-nm/,https://tedturnerreserves.com/sierra-grande/
"200 Congress Place, Cape May, NJ 08204, USA",https://facebook.com/congresshall,https://twitter.com/CongressHall,NEW JERSEY,Congress Hall Hotel – Cape May,(888) 944-1816,https://www.spaindex.com/listings/congress-hall-hotel-cape-may/,https://www.caperesorts.com/congress-hall
"150 East DeVargas Street, Santa Fe, NM 87501",https://facebook.com/TheFiveGraces,https://twitter.com/FiveGraces,NEW MEXICO,Inn of the Five Graces – Santa Fe,(505) 992-0957,https://www.spaindex.com/listings/inn-of-the-five-graces/,https://spaindex.link/FiveGracesSantaFe
"225 River Street, Hoboken New Jersey 07030",,,NEW JERSEY,W Hotel – Hoboken,201-254-2400,https://www.spaindex.com/listings/w-hotel-hoboken/,https://spaindex.link/WHoboken
"231 East Buffalo, New Buffalo, MI 49117, US",https://facebook.com/newbuffaloinnandspa,https://twitter.com/%20newbuffaloinn,MICHIGAN,New Buffalo Inn & Spa – Lake Michigan,269-469-1000,https://www.spaindex.com/listings/new-buffalo-inn-michigan/,https://newbuffaloinn.com/
"719 East 11th Street, Ocean City, New Jersey 08226",https://facebook.com/theflandershotel,,NEW JERSEY,Flanders Hotel and Salon Spa  –  Ocean City,609-399-1000,https://www.spaindex.com/listings/flanders-hotel-nj/,https://www.theflandershotel.com/
"600 River Road, Edgewater, NJ 07020",,,NEW JERSEY,SoJo Spa Club & Hotel  – Edgewater,201-313-7200,https://www.spaindex.com/listings/hotel-sojo-spa-club-nj/,https://spaindex.link/SojoSpaClubNJ
"2100 Pacific Avenue, Atlantic City, NJ 08401, USA",https://facebook.com/CaesarsAtlanticCity,https://twitter.com/caesarsac,NEW JERSEY,Qua Spa at Caesars – Atlantic City,(609) 348-4411 ,https://www.spaindex.com/listings/caesars-atlantic-city/,caesarsac.com/things-to-do/qua-baths-and-spa.html
"1501 Paseo de Peralta, Santa Fe, NM 87505",https://facebook.com/hotelsantafenm,https://twitter.com/HotelSantaFeSpa,NEW MEXICO,Hotel Santa Fe – New Mexico,Hotel: 855-825-9876   Spa:  505-955-7844,https://www.spaindex.com/listings/hotel-santa-fe/,https://hotelsantafe.com/
"6800 South Leaton Road, Mount Pleasant, MI 48858, USA",https://facebook.com/SoaringEagleCasino,https://twitter.com/SoaringEagle777,MICHIGAN,Soaring Eagle Casino Resort & Spa – Mt Pleasant,,https://www.spaindex.com/listings/soaring-eagle-casino-resort-spa/,https://www.soaringeaglecasino.com/
"187 Monroe Avenue Northwest, Grand Rapids, MI 49503",https://facebook.com/AmwayGrandPlaza,https://twitter.com/AmwayGrandPlaza,MICHIGAN,Amway Grand Plaza – Grand Rapids,616-776-6498 - Spa Concierge,https://www.spaindex.com/listings/amway-grand-plaza-michigan/,https://amwaygrand.com/
"1 Country Club Road, Holyoke, MA 01040",https://facebook.com/dhotelsuites,,MASSACHUSETTS,D Hotel Suites & Spa – Holyoke,413-533-2100,https://www.spaindex.com/listings/d-hotel-suites-spa-holyoke/,https://spaindex.link/DHotelSuites
"105 Bradford Street Extension Provincetown, MA 02657",https://facebook.com/%20ChateauProvincetownSeaGlassSpaInn,,MASSACHUSETTS,Sea Glass Inn & Spa – Provincetown,508-487-1286,https://www.spaindex.com/listings/sea-glass-inn-spa-provincetown/,https://www.seaglassinnandspa.com/
"135 Main Street, Lenox, MA 01240, USA",https://facebook.com/GardenGablesInn,https://twitter.com/GardenGables,MASSACHUSETTS,Garden Gables Inn – Lenox,888-243-0193,https://www.spaindex.com/listings/garden-gables-inn-spa-lenox/,https://www.gardengablesinn.com/
"128 Main Street, Edgartown, MA 02539, USA",https://facebook.com/hobknobmv,,MASSACHUSETTS,Hob Knob Inn & Spa – Martha’s Vineyard,,https://www.spaindex.com/listings/hob-knob-inn-spa-marthas-vineyard/,https://www.hobknob.com/
"3451 Hyde Park Road, Santa Fe, NM, USA",https://facebook.com/10kwaves,,"NEW MEXICO, May 6, 2013",Ten Thousand Waves Inn and Spa – Santa Fe,505-982-9304,https://www.spaindex.com/listings/ten-thousand-waves-inn-and-spa-nm/,www.tenthousandwaves.com
"4160 Mears Avenue, Chesapeake Beach, MD 20732, USA",https://facebook.com/rnrresort,,MARYLAND,Rod N Reel Resort – Chesapeake Beach,866-312-5596,https://www.spaindex.com/listings/rod-n-reel-resort-chesapeake-beach/,https://www.rnrresortmd.com/
"1947 Old Knoxville Hwy, Sevierville, Tennessee 37876",https://facebook.com/oakhavenresort,https://twitter.com/oakhavenresort,TENNESSEE,Oak Haven Resort & Spa – Smokies,800-652-2611,https://www.spaindex.com/listings/oak-haven-resort-spa-smokies/,spaindex.link/OakHavenResort
"451 Clyde Fant Parkway, Shreveport, LA 71101, USA",https://facebook.com/RemingtonSuite,,LOUISIANA,The Remington Suite Hotel & Spa – Shreveport,318-425-5000,https://www.spaindex.com/listings/remington-suite-shreveport/,https://remingtonsuite.com/
"Watch Hill, Westerly, RI 02891, USA",https://facebook.com/OceanHouseRI,https://twitter.com/oceanhouseri,RHODE ISLAND,Ocean House Hotel and Spa – Watch Hill,(855) 678-0364,https://www.spaindex.com/listings/ocean-house-hotel-spa/,https://www.oceanhouseri.com/
